"","SRR14862052ReadsPerGene.out.tab","SRR14862053ReadsPerGene.out.tab","SRR14862054ReadsPerGene.out.tab","SRR14862055ReadsPerGene.out.tab","SRR14862056ReadsPerGene.out.tab","SRR14862057ReadsPerGene.out.tab","SRR14862058ReadsPerGene.out.tab","SRR14862059ReadsPerGene.out.tab","SRR14862060ReadsPerGene.out.tab"
"ENSG00000198128.4",0,0,1,0,2,0,0,0,1
"ENSG00000197067.6",0,0,0,0,0,0,0,0,0
"ENSG00000196071.5",0,0,0,0,0,0,0,0,0
"ENSG00000177233.2",0,0,0,0,0,0,0,1,0
"ENSG00000162727.3",0,0,0,0,0,0,0,0,0
"ENSG00000198601.4",0,0,0,0,1,0,1,0,0
"ENSG00000228198.3",0,1,0,0,1,0,3,0,0
"ENSG00000171180.3",0,1,0,0,0,2,2,1,0
"ENSG00000177212.4",0,0,0,0,0,0,0,0,0
"ENSG00000177201.3",0,0,0,0,0,0,0,0,0
"ENSG00000177186.3",0,0,0,0,0,0,0,0,0
"ENSG00000177174.1",0,0,0,0,0,0,0,0,0
"ENSG00000196944.5",0,0,0,0,0,0,0,0,0
"ENSG00000198104.4",0,0,0,0,0,0,0,0,0
"ENSG00000175143.5",0,0,0,0,0,0,0,0,0
"ENSG00000227152.6",0,0,0,0,0,0,0,0,0
"ENSG00000196240.6",0,0,0,0,0,0,0,0,0
"ENSG00000196539.3",0,0,0,0,0,0,0,0,0
"ENSG00000229255.1",0,0,0,0,0,0,0,0,0
"ENSG00000203661.4",0,0,0,0,0,0,0,0,0
"ENSG00000271934.2",0,0,0,0,0,0,0,0,0
"ENSG00000188558.7",0,0,0,0,0,1,1,1,0
"ENSG00000224521.2",0,0,0,0,0,0,1,0,0
"ENSG00000227102.2",0,0,0,0,0,0,0,0,0
"ENSG00000182783.6",0,0,0,0,0,0,0,0,0
"ENSG00000183310.3",0,0,0,0,0,0,0,0,0
"ENSG00000184022.4",0,0,0,0,0,0,0,0,0
"ENSG00000201602.1",0,0,0,0,0,0,0,0,0
"ENSG00000271701.1",0,0,0,0,0,0,0,0,0
"ENSG00000279301.5",0,0,0,0,0,0,0,0,0
"ENSG00000177151.5",0,0,0,0,0,0,0,0,0
"ENSG00000187701.5",0,0,0,0,0,0,0,0,0
"ENSG00000286015.1",4,16,8,4,17,13,6,10,9
"ENSG00000189181.5",0,0,0,0,0,0,0,0,0
"ENSG00000229703.6",0,0,0,0,0,0,0,1,1
"ENSG00000276520.1",0,0,0,0,0,0,0,2,0
"ENSG00000242529.1",0,0,0,0,0,0,0,0,0
"ENSG00000259823.6",0,0,0,0,0,0,0,0,0
"ENSG00000229663.1",0,0,0,0,0,0,0,0,1
"ENSG00000175137.11",632,751,855,742,573,523,715,759,746
"ENSG00000264500.1",3,4,5,3,2,4,3,4,4
"ENSG00000171161.13",468,471,579,517,460,387,604,502,540
"ENSG00000171163.16",418,491,634,542,408,464,516,513,537
"ENSG00000227237.1",1,0,1,1,0,2,0,4,1
"ENSG00000185220.12",177,228,251,249,254,237,282,227,204
"ENSG00000200495.1",0,1,1,0,2,0,1,0,0
"ENSG00000233084.2",0,4,0,0,0,0,0,1,1
"ENSG00000184731.6",0,0,0,0,0,0,0,0,0
"ENSG00000227061.2",0,0,0,0,0,0,0,0,0
"ENSG00000035115.22",545,685,845,587,720,855,562,733,785
"ENSG00000143727.16",2547,2232,2732,2736,2622,2547,3425,2336,2224
"ENSG00000189292.16",14,23,43,14,36,40,12,31,35
"ENSG00000228643.1",1,5,3,1,3,2,1,2,2
"ENSG00000235779.8",0,1,2,1,2,0,0,1,4
"ENSG00000277997.1",0,0,0,0,0,0,0,0,0
"ENSG00000233684.2",0,0,0,0,0,0,0,0,0
"ENSG00000236856.1",0,0,0,0,0,0,0,0,0
"ENSG00000226277.2",0,0,0,0,1,0,0,0,0
"ENSG00000223985.2",0,0,0,0,0,0,0,0,0
"ENSG00000284452.1",0,0,0,0,0,0,0,0,0
"ENSG00000225942.1",0,0,0,0,0,0,0,0,0
"ENSG00000233633.2",0,0,0,1,0,0,2,0,0
"ENSG00000151353.15",554,623,726,612,635,577,678,655,570
"ENSG00000233296.2",4,3,3,1,7,6,1,4,2
"ENSG00000280360.1",0,0,0,0,2,1,0,0,0
"ENSG00000233970.1",0,0,0,0,0,0,0,0,0
"ENSG00000227713.2",0,0,1,0,0,0,0,0,0
"ENSG00000272342.1",0,0,0,0,0,0,0,0,0
"ENSG00000231173.1",0,0,0,0,0,1,0,0,0
"ENSG00000223751.1",0,1,0,0,2,0,0,1,0
"ENSG00000237667.7",0,0,0,0,0,0,0,0,0
"ENSG00000228799.6",0,0,1,0,0,0,0,1,0
"ENSG00000234796.1",1,0,0,1,0,0,0,0,0
"ENSG00000235688.2",0,4,9,1,8,4,7,6,0
"ENSG00000172554.12",5,12,13,4,8,8,7,10,14
"ENSG00000235403.1",0,0,0,0,1,0,2,2,0
"ENSG00000236665.1",0,0,0,0,1,0,1,1,0
"ENSG00000233553.1",0,0,0,0,0,0,0,0,0
"ENSG00000231482.3",0,0,0,0,1,0,1,0,0
"ENSG00000115705.22",5,3,2,1,1,0,4,1,1
"ENSG00000228613.1",0,2,1,1,0,2,1,1,2
"ENSG00000283766.1",0,0,0,0,0,0,0,0,0
"ENSG00000203635.2",6,4,8,2,1,5,1,1,4
"ENSG00000130508.11",8136,12218,13338,9421,10871,8901,9377,12971,11206
"ENSG00000186487.20",1163,910,951,1414,806,826,1311,930,777
"ENSG00000284600.1",11,19,13,12,10,6,10,10,10
"ENSG00000232057.1",12,19,14,15,9,8,10,8,6
"ENSG00000225619.1",34,43,38,50,54,35,49,39,32
"ENSG00000234929.2",2,1,3,1,1,1,2,1,1
"ENSG00000287583.1",3,2,4,5,2,1,3,2,6
"ENSG00000237720.2",30,26,53,63,20,27,56,25,44
"ENSG00000227364.1",0,0,1,2,0,0,1,1,0
"ENSG00000228391.1",4,1,4,4,3,3,4,3,5
"ENSG00000234423.2",187,80,171,212,100,179,199,104,174
"ENSG00000236760.1",0,2,6,3,0,4,2,2,4
"ENSG00000226649.1",6,5,6,5,2,5,3,4,3
"ENSG00000032389.13",955,922,944,1006,826,781,1084,951,830
"ENSG00000224885.1",19,27,23,34,24,25,29,23,23
"ENSG00000171853.16",369,364,481,407,387,314,413,476,421
"ENSG00000225234.1",0,0,0,0,0,0,0,0,0
"ENSG00000271868.1",0,0,0,0,0,0,0,0,0
"ENSG00000182551.14",261,302,326,284,261,303,321,228,263
"ENSG00000235078.1",4,4,15,4,6,2,9,5,3
"ENSG00000242282.6",0,0,0,0,0,0,0,2,0
"ENSG00000286905.1",2,4,4,6,1,4,3,7,4
"ENSG00000171865.10",2152,2250,2300,2344,2626,2352,2591,2301,1993
"ENSG00000234171.3",282,280,320,282,328,300,419,276,288
"ENSG00000287126.1",111,112,105,105,112,89,143,100,101
"ENSG00000171863.15",10100,10601,12654,10708,13335,11929,13842,11038,10458
"ENSG00000118004.18",1405,1705,1766,1627,1358,919,1831,1913,1527
"ENSG00000237370.1",10,11,15,12,12,11,15,7,17
"ENSG00000188765.7",2,5,1,3,0,2,1,2,2
"ENSG00000151360.10",13,32,18,12,16,23,23,19,30
"ENSG00000232718.1",1,3,5,7,1,6,3,0,6
"ENSG00000224661.1",0,0,0,0,0,0,0,0,0
"ENSG00000214866.9",0,0,0,0,0,0,0,0,0
"ENSG00000237401.8",1,0,0,0,1,1,0,0,0
"ENSG00000229550.1",0,0,0,0,0,0,0,0,0
"ENSG00000231821.1",0,2,0,0,0,0,0,0,2
"ENSG00000231532.6",0,0,0,0,0,0,0,0,0
"ENSG00000252238.1",0,0,0,0,0,0,0,0,0
"ENSG00000207192.1",0,0,0,0,0,0,0,0,0
"ENSG00000228585.1",0,0,0,0,0,0,0,0,0
"ENSG00000232835.1",0,0,0,0,0,0,0,0,0
"ENSG00000224128.1",6,5,4,5,4,2,4,2,3
"ENSG00000230090.5",11,13,16,17,19,23,21,16,20
"ENSG00000176887.7",9718,7991,9840,10265,8058,9463,10791,8211,8677
"ENSG00000242540.3",36,19,26,31,24,33,30,17,26
"ENSG00000236106.2",2,2,3,1,1,1,0,0,0
"ENSG00000237266.2",0,0,0,0,0,0,0,0,0
"ENSG00000232044.7",76,74,104,92,77,92,107,66,73
"ENSG00000276733.1",0,1,0,1,0,1,0,1,1
"ENSG00000234275.4",1,0,0,0,1,0,2,0,0
"ENSG00000227007.1",0,0,0,0,0,0,0,0,0
"ENSG00000226488.2",1,1,2,2,0,0,1,0,0
"ENSG00000231610.1",0,0,0,0,0,1,0,0,0
"ENSG00000236172.7",0,0,0,0,0,0,0,0,0
"ENSG00000286851.1",0,0,0,0,0,0,0,0,0
"ENSG00000283394.1",0,0,0,0,0,0,0,0,0
"ENSG00000205837.7",1,2,1,0,1,0,2,4,0
"ENSG00000225964.6",2,3,1,0,0,2,0,1,1
"ENSG00000134326.12",67,120,87,61,145,81,69,113,71
"ENSG00000134321.13",33,97,67,50,106,64,39,92,88
"ENSG00000271947.1",13,14,18,24,15,23,26,11,38
"ENSG00000228203.7",411,288,537,432,311,464,497,252,410
"ENSG00000151692.15",3451,3327,4229,4013,3421,3494,4107,3226,3479
"ENSG00000223884.7",126,97,159,167,95,151,102,103,167
"ENSG00000223145.1",4,6,6,11,4,7,3,4,7
"ENSG00000272002.1",15,14,21,14,14,13,19,15,12
"ENSG00000213774.3",1,1,1,2,1,1,0,3,1
"ENSG00000229727.7",28,36,60,37,40,67,45,45,54
"ENSG00000221255.1",0,0,0,0,0,0,0,0,0
"ENSG00000287119.1",1,1,0,0,0,0,0,1,0
"ENSG00000230515.1",0,0,0,0,0,0,0,0,0
"ENSG00000235576.1",0,0,0,0,0,0,0,1,0
"ENSG00000232979.1",0,0,0,0,0,0,0,0,0
"ENSG00000229405.1",0,0,0,0,0,0,0,0,0
"ENSG00000226506.6",1,0,0,0,0,0,0,0,0
"ENSG00000235665.6",0,0,0,0,0,0,0,0,0
"ENSG00000286857.1",0,0,0,0,2,0,0,0,0
"ENSG00000236790.6",2,1,0,1,0,1,2,0,0
"ENSG00000229740.3",0,0,0,0,0,1,0,0,0
"ENSG00000236008.3",1,0,1,2,0,3,0,0,1
"ENSG00000285591.1",1,0,0,0,1,0,0,0,0
"ENSG00000231083.1",0,0,0,0,0,0,0,0,0
"ENSG00000225642.1",6,3,5,5,2,8,6,3,4
"ENSG00000235092.6",312,331,351,347,325,314,347,303,297
"ENSG00000115738.10",3228,3292,3341,3309,3847,3058,4348,3435,2797
"ENSG00000134313.16",6337,9306,7264,7026,10576,7345,7617,9274,6312
"ENSG00000143797.12",2586,2476,2609,3046,2837,2862,3366,2417,2367
"ENSG00000230886.3",0,0,0,0,0,0,0,0,0
"ENSG00000223640.1",0,0,0,0,0,0,0,0,0
"ENSG00000242136.1",0,0,0,0,0,0,0,0,0
"ENSG00000261104.1",0,0,0,0,0,2,0,0,0
"ENSG00000244310.2",0,0,0,0,0,0,2,1,0
"ENSG00000240980.1",0,0,0,0,0,0,0,0,0
"ENSG00000151693.11",2786,1910,2844,3084,2019,2661,3418,1914,2427
"ENSG00000213772.3",8,5,10,5,2,11,4,5,12
"ENSG00000119185.13",950,949,983,1087,1067,1024,1221,935,895
"ENSG00000119203.14",3146,3016,3736,3384,3792,3813,4304,3028,3098
"ENSG00000134330.19",847,1063,1039,948,1312,1037,1141,1149,821
"ENSG00000151694.14",1916,2422,2447,2173,2602,2419,2406,2503,2186
"ENSG00000239300.6",19,24,49,21,33,39,13,39,39
"ENSG00000271855.1",7,19,5,8,5,6,12,11,5
"ENSG00000134308.14",11985,10727,11348,12877,13406,11902,16207,11175,9436
"ENSG00000207086.1",3,17,14,11,6,17,16,18,21
"ENSG00000240687.2",0,0,0,0,0,0,0,0,0
"ENSG00000244260.2",1,0,0,0,0,0,0,0,0
"ENSG00000200034.1",0,0,0,0,0,0,0,0,0
"ENSG00000240960.1",0,0,0,0,0,0,0,0,0
"ENSG00000243491.1",0,0,0,0,0,0,0,0,0
"ENSG00000115750.17",977,1081,1235,1102,1242,1273,1372,1083,1087
"ENSG00000269973.1",147,167,179,191,190,186,196,167,176
"ENSG00000287305.1",1,1,4,0,4,2,2,1,1
"ENSG00000134317.18",66,63,60,75,79,66,84,73,66
"ENSG00000188525.4",0,0,2,1,1,0,1,2,1
"ENSG00000260476.1",0,0,0,0,0,0,0,0,0
"ENSG00000260077.1",17,17,30,13,32,15,13,23,28
"ENSG00000172059.11",172,275,235,194,311,237,199,350,233
"ENSG00000271787.1",1,0,0,0,0,0,0,0,0
"ENSG00000205795.4",12,63,41,9,58,23,14,72,33
"ENSG00000233502.1",0,0,4,4,0,5,4,1,5
"ENSG00000212558.1",0,0,0,0,0,0,3,1,1
"ENSG00000171848.16",7752,4998,5660,8432,6017,5702,10030,5008,4773
"ENSG00000206647.1",12,16,20,10,8,15,15,6,22
"ENSG00000265418.1",0,3,3,1,1,0,2,0,3
"ENSG00000264030.2",0,0,0,0,0,0,0,0,0
"ENSG00000285872.1",5,8,11,9,7,8,11,9,4
"ENSG00000206898.1",1,0,1,0,1,0,0,0,1
"ENSG00000115756.13",1626,1060,1277,1854,873,676,2028,1175,1104
"ENSG00000115758.13",3547,4375,3490,3746,5446,3646,4687,4619,2966
"ENSG00000206633.1",8,13,5,5,12,8,4,11,11
"ENSG00000257135.7",9,15,14,13,13,21,13,19,17
"ENSG00000115761.16",1187,1306,1520,1272,1523,1467,1550,1341,1236
"ENSG00000234818.1",9,11,14,12,14,17,13,16,15
"ENSG00000243819.4",13,20,18,14,23,13,20,19,9
"ENSG00000277446.1",0,0,0,0,0,0,0,0,0
"ENSG00000236162.1",0,0,0,0,0,0,0,0,0
"ENSG00000143882.12",74,83,98,110,87,102,98,59,102
"ENSG00000239053.1",0,0,0,0,0,0,0,0,0
"ENSG00000272275.1",15,9,15,15,8,8,13,9,6
"ENSG00000143870.13",5744,5143,5828,6052,6411,6116,7370,5311,5205
"ENSG00000238962.1",0,0,0,0,0,0,0,0,0
"ENSG00000271952.2",0,0,0,0,0,0,0,0,0
"ENSG00000232056.1",0,0,0,0,0,0,0,0,0
"ENSG00000270488.1",0,0,0,0,0,0,0,0,0
"ENSG00000162975.5",0,6,2,0,3,1,0,7,2
"ENSG00000226080.1",0,1,0,0,0,0,1,0,0
"ENSG00000145063.15",1,6,3,6,2,4,6,8,4
"ENSG00000150873.12",14,13,10,9,15,14,21,16,16
"ENSG00000162976.13",131,196,163,153,225,173,164,199,143
"ENSG00000134318.14",2815,2989,3160,3130,3359,3450,3475,2972,2740
"ENSG00000207267.1",2,1,0,1,0,4,3,2,0
"ENSG00000230154.1",6,12,11,10,9,12,6,12,5
"ENSG00000226961.3",2,0,1,0,0,0,0,0,0
"ENSG00000230952.1",0,1,0,0,0,0,0,0,1
"ENSG00000224177.8",0,1,3,0,0,0,1,0,1
"ENSG00000231403.1",0,0,0,0,0,0,0,1,0
"ENSG00000285569.2",5,11,14,13,8,27,10,11,12
"ENSG00000169016.17",775,738,850,872,855,915,1037,685,849
"ENSG00000196208.14",2140,2664,3099,2542,2458,2394,2377,2684,2716
"ENSG00000201610.1",0,1,0,2,0,0,0,2,4
"ENSG00000264010.1",0,1,5,3,3,6,2,4,3
"ENSG00000251718.1",2,1,4,4,1,3,0,7,4
"ENSG00000285626.1",0,0,0,0,0,0,0,0,0
"ENSG00000239899.3",35,41,43,44,31,25,46,54,45
"ENSG00000169006.7",1,1,3,1,1,3,1,1,1
"ENSG00000230044.1",0,0,0,0,0,1,0,0,0
"ENSG00000276411.1",0,0,0,0,0,1,0,0,0
"ENSG00000134324.12",1902,2314,2421,2126,2498,2219,2408,2178,2096
"ENSG00000228496.1",0,1,0,0,1,2,1,1,0
"ENSG00000203643.3",0,0,0,0,0,0,0,0,0
"ENSG00000230790.2",1,3,2,3,0,0,3,1,1
"ENSG00000265056.1",0,3,4,2,2,1,1,2,2
"ENSG00000224184.6",10,21,5,9,26,11,15,20,6
"ENSG00000265172.1",0,0,0,0,0,0,0,0,0
"ENSG00000238503.1",0,0,0,0,0,0,0,0,0
"ENSG00000264089.1",0,0,0,0,0,0,0,0,0
"ENSG00000207183.1",0,0,0,0,0,0,0,0,0
"ENSG00000223360.1",0,0,0,0,0,0,0,0,0
"ENSG00000286427.1",14,30,18,23,41,14,27,32,14
"ENSG00000261117.1",8,7,6,4,15,9,6,11,5
"ENSG00000071575.12",3682,8523,4326,4101,8744,3645,4622,8589,3691
"ENSG00000264370.1",6,18,10,6,10,8,4,11,18
"ENSG00000225649.6",14,37,22,5,35,17,27,16,13
"ENSG00000285876.1",1,1,1,0,0,0,1,1,0
"ENSG00000229370.1",0,0,0,0,0,0,0,0,0
"ENSG00000230448.5",0,1,0,0,5,1,0,1,2
"ENSG00000227718.1",0,0,0,0,0,0,0,0,0
"ENSG00000251859.1",0,0,0,0,0,0,0,0,0
"ENSG00000237261.2",0,0,0,0,0,0,0,0,0
"ENSG00000228505.5",1,0,0,0,1,1,0,1,0
"ENSG00000162981.14",83,131,129,89,125,107,94,149,99
"ENSG00000287291.1",2,1,1,2,2,6,3,3,0
"ENSG00000235127.1",0,1,2,0,0,1,1,1,0
"ENSG00000151779.13",1694,2263,2197,2000,2447,2336,1956,2255,1958
"ENSG00000229087.1",1,1,5,3,2,3,3,3,1
"ENSG00000234022.1",0,0,0,0,1,0,0,0,0
"ENSG00000079785.16",4413,4086,4716,4760,5138,5118,6003,4095,4009
"ENSG00000224194.1",0,0,0,0,0,0,0,0,0
"ENSG00000231031.6",0,0,0,0,0,1,0,0,0
"ENSG00000237326.1",0,0,0,0,0,0,0,0,0
"ENSG00000202160.1",0,0,0,0,0,0,0,0,0
"ENSG00000214657.4",0,0,0,0,1,0,0,0,0
"ENSG00000238371.1",0,0,0,0,0,0,0,0,0
"ENSG00000233718.8",10,4,11,7,6,5,9,4,15
"ENSG00000223850.1",1,0,0,0,0,0,0,0,0
"ENSG00000134323.12",116,30,99,134,29,85,145,41,106
"ENSG00000243541.3",0,0,0,0,0,0,0,0,0
"ENSG00000226764.2",0,0,0,0,0,0,0,0,1
"ENSG00000236289.4",5,1,2,4,0,6,6,1,5
"ENSG00000236989.5",0,0,0,0,0,0,0,0,0
"ENSG00000271315.1",0,0,0,0,0,0,0,0,0
"ENSG00000251704.1",0,0,0,0,0,0,0,0,0
"ENSG00000226041.1",0,0,0,0,0,0,0,0,0
"ENSG00000228876.4",0,0,0,0,1,0,0,1,0
"ENSG00000231266.1",0,0,0,0,0,0,0,0,0
"ENSG00000285354.1",0,0,0,0,0,0,0,0,0
"ENSG00000232444.1",0,0,0,0,0,0,0,1,0
"ENSG00000224400.5",0,0,0,0,0,0,0,0,0
"ENSG00000237633.4",0,2,0,0,0,3,0,0,0
"ENSG00000279663.3",1,0,0,0,1,1,0,0,0
"ENSG00000197872.11",71,74,85,64,103,99,77,77,57
"ENSG00000223536.6",0,0,0,0,0,0,0,0,0
"ENSG00000224604.1",0,0,0,0,0,0,0,0,0
"ENSG00000237670.1",0,0,0,0,0,0,0,0,0
"ENSG00000222842.1",0,0,0,0,0,0,0,0,0
"ENSG00000214843.3",0,0,0,0,0,0,0,0,0
"ENSG00000236348.1",0,0,0,0,0,0,1,0,0
"ENSG00000214842.5",17,24,13,10,13,14,17,18,14
"ENSG00000163032.12",79,77,115,99,87,134,105,87,112
"ENSG00000163029.16",2235,2068,2507,2432,2397,2573,2918,1924,2199
"ENSG00000178295.15",2443,1941,2886,2959,2226,2885,3131,1953,2588
"ENSG00000151379.4",0,0,1,0,0,0,0,0,0
"ENSG00000170745.12",17,11,21,9,15,14,20,7,14
"ENSG00000212455.1",0,0,0,0,0,0,0,0,0
"ENSG00000287881.1",0,0,1,0,0,0,0,0,0
"ENSG00000287849.1",0,0,0,0,0,0,0,0,0
"ENSG00000260331.1",8,4,9,5,5,6,8,3,8
"ENSG00000240857.2",243,206,225,238,268,269,303,212,215
"ENSG00000250741.6",0,0,0,0,0,0,0,0,0
"ENSG00000185013.16",3,5,4,2,4,4,7,3,5
"ENSG00000207170.1",0,0,0,0,0,1,0,0,0
"ENSG00000224626.1",1,0,1,0,0,1,0,0,1
"ENSG00000287284.1",1,2,0,2,4,0,2,0,0
"ENSG00000236204.6",26,15,18,25,35,26,23,22,20
"ENSG00000266738.1",0,0,0,2,0,0,0,0,0
"ENSG00000143867.7",0,0,0,0,0,0,0,1,0
"ENSG00000234597.2",1,0,0,1,0,0,0,0,0
"ENSG00000237992.3",1,1,1,0,1,2,1,1,1
"ENSG00000235911.1",0,0,0,0,0,1,0,0,1
"ENSG00000213403.2",0,0,0,1,1,0,0,0,0
"ENSG00000228784.9",10,11,25,8,14,19,7,17,25
"ENSG00000183891.6",167,183,216,179,229,183,241,210,189
"ENSG00000271991.1",12,11,22,14,11,14,18,14,17
"ENSG00000118965.16",2402,2720,2754,2796,3190,3107,3106,2673,2576
"ENSG00000227210.2",23,31,27,24,44,35,32,29,18
"ENSG00000132031.13",100,329,138,103,385,126,106,370,125
"ENSG00000068697.7",2643,3253,2744,2846,3970,2650,3702,3551,2285
"ENSG00000223734.2",7,7,10,11,6,7,15,10,8
"ENSG00000234378.1",0,0,1,0,1,2,1,0,0
"ENSG00000213729.3",0,0,0,0,0,0,0,0,0
"ENSG00000266059.2",0,0,0,0,0,0,0,0,0
"ENSG00000200763.1",0,0,0,0,0,0,0,0,0
"ENSG00000115884.11",1824,1774,2109,2141,1458,1165,2254,2048,1828
"ENSG00000235411.1",5,8,12,18,9,14,8,16,18
"ENSG00000238735.1",2,8,4,8,5,7,2,1,5
"ENSG00000055917.16",6396,7332,7779,7479,8024,8358,7916,7166,7145
"ENSG00000232800.1",0,1,1,0,2,0,0,1,0
"ENSG00000212171.1",0,0,0,0,0,0,0,0,0
"ENSG00000143878.10",297,651,524,352,613,376,398,719,491
"ENSG00000228950.1",1,2,2,2,1,1,1,3,1
"ENSG00000200829.1",0,0,0,0,0,0,0,0,0
"ENSG00000227047.1",0,0,0,0,0,0,0,0,0
"ENSG00000279307.2",9,1,3,5,5,11,8,4,5
"ENSG00000118960.13",399,669,581,462,534,341,484,752,593
"ENSG00000269976.1",2,4,3,5,6,2,1,3,0
"ENSG00000231948.2",1,6,7,3,4,4,3,8,8
"ENSG00000233416.1",1,6,6,2,4,6,3,14,7
"ENSG00000143869.7",728,2216,1579,924,2015,1265,885,2326,1313
"ENSG00000270100.1",0,0,0,0,0,0,0,0,0
"ENSG00000118961.15",1320,1429,1572,1515,1718,1790,1776,1443,1387
"ENSG00000236436.1",0,0,0,0,0,0,0,0,0
"ENSG00000261012.2",0,2,0,0,1,0,0,0,0
"ENSG00000084674.15",12,22,8,21,25,5,13,24,2
"ENSG00000280390.1",0,0,0,0,0,0,0,0,0
"ENSG00000287956.1",0,0,0,1,0,0,0,0,0
"ENSG00000218819.6",1,81,4,0,80,2,3,61,5
"ENSG00000271629.1",0,1,0,1,0,0,0,2,0
"ENSG00000233005.2",0,1,0,0,4,0,0,4,0
"ENSG00000231204.7",0,7,0,0,3,0,0,5,1
"ENSG00000270654.1",0,0,1,0,0,0,0,0,0
"ENSG00000235537.3",0,0,0,0,0,0,0,0,0
"ENSG00000228538.7",0,0,1,0,0,0,0,0,0
"ENSG00000229621.2",0,0,0,0,1,0,0,1,0
"ENSG00000264192.1",0,0,0,0,0,0,0,0,0
"ENSG00000228999.4",0,0,0,0,0,0,0,1,0
"ENSG00000223691.1",0,0,0,0,0,0,0,0,0
"ENSG00000234189.1",0,0,0,0,0,0,0,0,0
"ENSG00000206882.1",0,0,0,0,0,0,0,0,0
"ENSG00000234207.1",0,0,0,0,0,0,0,0,0
"ENSG00000233587.2",0,0,0,0,0,0,0,0,0
"ENSG00000222616.1",0,0,0,0,0,0,0,0,0
"ENSG00000232451.2",0,0,0,0,0,0,0,0,0
"ENSG00000223530.1",0,0,0,0,0,0,0,0,0
"ENSG00000233714.1",1,1,0,2,0,0,0,1,1
"ENSG00000223634.1",0,0,1,0,0,0,0,0,0
"ENSG00000235497.5",0,1,0,0,0,0,0,1,0
"ENSG00000119771.15",160,305,306,213,265,189,159,353,260
"ENSG00000224361.1",5,0,4,0,9,6,2,2,2
"ENSG00000279526.1",3,4,1,3,1,4,1,1,4
"ENSG00000283031.2",6,35,34,21,9,21,17,24,37
"ENSG00000119778.15",1448,1692,1908,1621,1844,2076,1675,1724,1714
"ENSG00000224464.2",8,20,19,11,11,18,9,10,12
"ENSG00000238111.1",6,7,2,7,5,4,2,5,10
"ENSG00000173960.14",1360,1620,1561,1490,1952,1652,1771,1650,1289
"ENSG00000234946.1",11,12,16,16,12,21,9,19,21
"ENSG00000243847.3",3,5,5,5,3,6,3,0,5
"ENSG00000205639.12",20,38,29,32,22,23,23,35,51
"ENSG00000163026.12",1073,950,1187,1227,1131,1163,1385,900,975
"ENSG00000222940.1",1,2,2,0,0,1,1,1,0
"ENSG00000119782.14",171,161,150,169,211,152,192,167,121
"ENSG00000115128.7",1844,1759,1997,1913,2159,2173,2591,1794,1668
"ENSG00000219626.9",180,240,288,207,281,286,217,248,273
"ENSG00000115129.14",592,1484,800,706,1532,545,771,1760,626
"ENSG00000176732.7",66,78,74,72,86,93,84,75,68
"ENSG00000276087.2",1,6,0,1,0,1,1,0,1
"ENSG00000232642.2",6,4,11,1,5,0,4,2,7
"ENSG00000186453.13",3,8,13,6,5,6,7,14,6
"ENSG00000223754.1",1,2,4,1,3,8,2,5,8
"ENSG00000198399.15",833,1336,1244,1070,1487,1241,1076,1340,1105
"ENSG00000242628.6",8,38,29,19,31,32,21,39,28
"ENSG00000251805.1",2,2,5,0,5,6,2,2,0
"ENSG00000232963.1",0,1,3,0,1,1,1,2,5
"ENSG00000233747.1",1,0,5,3,1,1,0,1,3
"ENSG00000286829.1",0,1,0,0,0,0,0,0,0
"ENSG00000084676.16",1583,1922,2120,1756,2235,2029,1860,1949,1690
"ENSG00000202430.1",2,4,5,1,1,4,3,3,1
"ENSG00000206732.1",0,3,4,2,1,4,0,3,5
"ENSG00000184924.6",172,221,222,186,217,210,247,179,181
"ENSG00000138092.11",1430,1120,1380,1585,1194,1349,1634,1039,1177
"ENSG00000138031.15",548,679,724,667,573,484,643,777,620
"ENSG00000271936.1",104,72,138,113,95,114,116,106,116
"ENSG00000115137.12",236,309,344,321,364,343,336,351,252
"ENSG00000237953.1",2,7,8,6,6,8,6,2,4
"ENSG00000202479.1",3,3,0,2,2,1,0,2,2
"ENSG00000224165.6",34,31,35,38,29,40,26,41,30
"ENSG00000286645.1",0,0,1,1,1,2,0,1,1
"ENSG00000207069.1",0,0,0,0,0,0,0,0,1
"ENSG00000084710.14",1638,2104,1603,1926,2064,1370,1854,2079,1373
"ENSG00000276653.1",1,7,10,3,2,5,4,2,5
"ENSG00000229593.1",6,6,8,8,4,11,4,6,4
"ENSG00000115138.11",1,1,3,1,0,1,1,3,0
"ENSG00000230452.1",0,0,0,0,0,0,0,0,0
"ENSG00000119772.18",5408,6459,7447,6334,5818,5580,6243,6777,6334
"ENSG00000221445.3",2,0,3,1,0,0,0,2,0
"ENSG00000235072.2",17,32,38,21,21,22,29,24,23
"ENSG00000138101.19",462,498,633,477,564,549,551,549,522
"ENSG00000224220.1",2,1,6,5,6,10,4,5,6
"ENSG00000201160.1",0,1,0,0,0,0,0,0,0
"ENSG00000143970.18",2337,2944,3227,2751,3095,3280,2678,2951,2809
"ENSG00000187536.4",7,8,18,12,14,14,5,10,13
"ENSG00000217643.1",8,13,17,9,12,17,10,14,19
"ENSG00000218682.1",3,10,6,6,3,11,4,3,10
"ENSG00000217718.1",0,0,0,0,0,0,0,0,0
"ENSG00000084731.15",2499,2979,2927,2825,2810,1981,2943,3179,2448
